Date,Product_ID,Store_ID,Units_Sold,Revenue,Promotion,Holiday
2025-04-25,PRD001,ST01,372.0,3659.39,0,0
2025-04-26,PRD001,ST01,372.0,3508.4,0,1
2025-04-27,PRD001,ST01,365.0,3641.55,0,1
2025-04-28,PRD001,ST01,414.0,4683.58,1,0
2025-04-29,PRD001,ST01,381.0,3558.86,0,0
2025-04-30,PRD001,ST01,374.0,3251.95,0,0
2025-05-01,PRD001,ST01,377.0,4089.72,0,0
2025-05-02,PRD001,ST01,358.0,4046.8,0,0
2025-05-03,PRD001,ST01,441.0,3705.52,1,1
2025-05-04,PRD001,ST01,432.0,3870.5,1,1
2025-05-05,PRD001,ST01,380.0,3255.8,0,0
2025-05-06,PRD001,ST01,444.0,4169.94,1,0
2025-05-07,PRD001,ST01,396.0,3881.36,0,0
2025-05-08,PRD001,ST01,404.0,4442.1,1,0
2025-05-09,PRD001,ST01,396.0,4199.42,0,0
2025-05-10,PRD001,ST01,393.0,4120.1,0,1
2025-05-11,PRD001,ST01,373.0,3509.74,0,1
2025-05-12,PRD001,ST01,377.0,4284.9,0,0
2025-05-13,PRD001,ST01,378.0,3736.59,0,0
2025-05-14,PRD001,ST01,373.0,4444.82,0,0
2025-05-15,PRD001,ST01,400.0,4214.63,0,0
2025-05-16,PRD001,ST01,401.0,3410.53,0,0
2025-05-17,PRD001,ST01,363.0,3885.81,0,1
2025-05-18,PRD001,ST01,395.0,3673.66,0,1
2025-05-19,PRD001,ST01,399.0,4287.38,1,0
2025-05-20,PRD001,ST01,383.0,3170.69,0,0
2025-05-21,PRD001,ST01,384.0,3340.62,0,0
2025-05-22,PRD001,ST01,371.0,4237.91,0,0
2025-05-23,PRD001,ST01,402.0,3581.3,1,0
2025-05-24,PRD001,ST01,370.0,4198.82,0,1
2025-05-25,PRD001,ST01,389.0,3546.55,0,1
2025-05-26,PRD001,ST01,376.0,3974.89,0,0
2025-05-27,PRD001,ST01,415.0,4472.29,1,0
2025-05-28,PRD001,ST01,377.0,3789.08,0,0
2025-05-29,PRD001,ST01,374.0,3448.74,0,0
2025-05-30,PRD001,ST01,381.0,3372.07,0,0
2025-05-31,PRD001,ST01,418.0,3399.49,1,1
2025-06-01,PRD001,ST01,369.0,3400.62,0,1
2025-06-02,PRD001,ST01,376.0,3990.36,0,0
2025-06-03,PRD001,ST01,428.0,5030.38,1,0
2025-06-04,PRD001,ST01,364.0,4180.47,0,0
2025-06-05,PRD001,ST01,389.0,4304.0,0,0
2025-06-06,PRD001,ST01,357.0,3981.9,0,0
2025-06-07,PRD001,ST01,387.0,4125.4,0,1
2025-06-08,PRD001,ST01,370.0,3345.22,0,1
2025-06-09,PRD001,ST01,346.0,4023.56,0,0
2025-06-10,PRD001,ST01,360.0,3845.85,0,0
2025-06-11,PRD001,ST01,387.0,3963.56,0,0
2025-06-12,PRD001,ST01,412.0,3478.91,1,0
2025-06-13,PRD001,ST01,351.0,3435.67,0,0
2025-06-14,PRD001,ST01,416.0,4094.04,1,1
2025-06-15,PRD001,ST01,354.0,4056.22,0,1
2025-06-16,PRD001,ST01,399.0,4064.45,1,0
2025-06-17,PRD001,ST01,363.0,3456.34,0,0
2025-06-18,PRD001,ST01,374.0,4453.29,0,0
2025-06-19,PRD001,ST01,376.0,3174.52,0,0
2025-06-20,PRD001,ST01,379.0,3672.58,1,0
2025-06-21,PRD001,ST01,368.0,3005.86,0,1
2025-06-22,PRD001,ST01,391.0,4285.21,0,1
2025-06-23,PRD001,ST01,359.0,4190.36,0,0
2025-06-24,PRD001,ST01,391.0,3565.98,0,0
2025-06-25,PRD001,ST01,364.0,4161.75,0,0
2025-06-26,PRD001,ST01,381.0,3493.34,0,0
2025-06-27,PRD001,ST01,381.0,4436.01,0,0
2025-06-28,PRD001,ST01,334.0,3679.29,0,1
2025-06-29,PRD001,ST01,362.0,4061.51,0,1
2025-06-30,PRD001,ST01,373.0,3010.87,0,0
2025-07-01,PRD001,ST01,373.0,4420.51,0,0
2025-07-02,PRD001,ST01,384.0,4188.17,0,0
2025-07-03,PRD001,ST01,361.0,3328.06,0,0
2025-07-04,PRD001,ST01,358.0,4051.69,0,0
2025-07-05,PRD001,ST01,366.0,3340.15,0,1
2025-07-06,PRD001,ST01,388.0,4458.51,0,1
2025-07-07,PRD001,ST01,366.0,3092.82,0,0
2025-07-08,PRD001,ST01,379.0,4098.79,0,0
2025-07-09,PRD001,ST01,370.0,3760.23,0,0
2025-07-10,PRD001,ST01,360.0,3019.01,0,0
2025-07-11,PRD001,ST01,348.0,3120.72,0,0
2025-07-12,PRD001,ST01,372.0,2994.46,0,1
2025-07-13,PRD001,ST01,362.0,3574.78,0,1
2025-07-14,PRD001,ST01,364.0,3350.64,0,0
2025-07-15,PRD001,ST01,402.0,4178.16,0,0
2025-07-16,PRD001,ST01,386.0,3546.94,0,0
2025-07-17,PRD001,ST01,390.0,3587.87,1,0
2025-07-18,PRD001,ST01,370.0,4059.93,0,0
2025-07-19,PRD001,ST01,357.0,2924.75,0,1
2025-07-20,PRD001,ST01,335.0,3889.88,0,1
2025-07-21,PRD001,ST01,342.0,3901.9,0,0
2025-07-22,PRD001,ST01,340.0,3628.21,0,0
2025-07-23,PRD001,ST01,366.0,3796.48,0,0
2025-07-24,PRD001,ST01,363.0,4199.62,0,0
2025-07-25,PRD001,ST01,374.0,3269.25,0,0
2025-07-26,PRD001,ST01,366.0,3043.61,0,1
2025-07-27,PRD001,ST01,360.0,3224.89,0,1
2025-07-28,PRD001,ST01,367.0,4102.44,0,0
2025-07-29,PRD001,ST01,333.0,2710.18,0,0
2025-07-30,PRD001,ST01,402.0,4153.15,1,0
2025-07-31,PRD001,ST01,372.0,4457.21,0,0
2025-08-01,PRD001,ST01,325.0,3712.4,0,0
2025-08-02,PRD001,ST01,376.0,3792.25,0,1
2025-08-03,PRD001,ST01,366.0,3021.17,0,1
2025-08-04,PRD001,ST01,376.0,4258.39,1,0
2025-08-05,PRD001,ST01,373.0,3877.68,0,0
2025-08-06,PRD001,ST01,431.0,3646.14,1,0
2025-08-07,PRD001,ST01,361.0,3023.53,0,0
2025-08-08,PRD001,ST01,379.0,4410.99,1,0
2025-08-09,PRD001,ST01,350.0,3736.88,0,1
2025-08-10,PRD001,ST01,346.0,3915.73,0,1
2025-08-11,PRD001,ST01,363.0,4180.28,0,0
2025-08-12,PRD001,ST01,349.0,3590.19,0,0
2025-08-13,PRD001,ST01,366.0,3685.54,0,0
2025-08-14,PRD001,ST01,349.0,3392.88,0,0
2025-08-15,PRD001,ST01,351.0,3252.99,0,0
2025-08-16,PRD001,ST01,360.0,3505.82,0,1
2025-08-17,PRD001,ST01,373.0,4138.63,0,1
2025-08-18,PRD001,ST01,342.0,3559.43,0,0
2025-08-19,PRD001,ST01,357.0,4130.52,0,0
2025-08-20,PRD001,ST01,349.0,3410.96,0,0
2025-08-21,PRD001,ST01,349.0,3639.5,0,0
2025-08-22,PRD001,ST01,348.0,3662.78,0,0
2025-08-23,PRD001,ST01,365.0,3783.88,0,1
2025-08-24,PRD001,ST01,343.0,3708.01,0,1
2025-08-25,PRD001,ST01,361.0,3230.85,0,0
2025-08-26,PRD001,ST01,380.0,3818.79,0,0
2025-08-27,PRD001,ST01,369.0,3105.84,0,0
2025-08-28,PRD001,ST01,383.0,3653.07,0,0
2025-08-29,PRD001,ST01,330.0,3283.72,0,0
2025-08-30,PRD001,ST01,335.0,3553.98,0,1
2025-08-31,PRD001,ST01,359.0,4236.96,1,1
2025-09-01,PRD001,ST01,370.0,3848.96,0,0
2025-09-02,PRD001,ST01,369.0,4049.54,0,0
2025-09-03,PRD001,ST01,362.0,3629.07,0,0
2025-09-04,PRD001,ST01,358.0,3772.04,0,0
2025-09-05,PRD001,ST01,324.0,2683.93,0,0
2025-09-06,PRD001,ST01,420.0,3787.38,1,1
2025-09-07,PRD001,ST01,358.0,3382.17,0,1
2025-09-08,PRD001,ST01,349.0,3451.6,0,0
2025-09-09,PRD001,ST01,400.0,3273.04,1,0
2025-09-10,PRD001,ST01,370.0,3167.24,0,0
2025-09-11,PRD001,ST01,358.0,3260.4,0,0
2025-09-12,PRD001,ST01,330.0,3922.42,0,0
2025-09-13,PRD001,ST01,361.0,3366.47,0,1
2025-09-14,PRD001,ST01,385.0,3822.34,0,1
2025-09-15,PRD001,ST01,399.0,3504.97,1,0
2025-09-16,PRD001,ST01,384.0,4010.16,0,0
2025-09-17,PRD001,ST01,356.0,3247.69,0,0
2025-09-18,PRD001,ST01,340.0,3001.51,0,0
2025-09-19,PRD001,ST01,341.0,3432.61,0,0
2025-09-20,PRD001,ST01,355.0,2847.82,0,1
2025-09-21,PRD001,ST01,374.0,3003.47,0,1
2025-09-22,PRD001,ST01,324.0,2875.91,0,0
2025-09-23,PRD001,ST01,384.0,3128.4,0,0
2025-09-24,PRD001,ST01,362.0,3052.42,0,0
2025-09-25,PRD001,ST01,350.0,3274.4,0,0
2025-09-26,PRD001,ST01,329.0,3688.2,0,0
2025-09-27,PRD001,ST01,331.0,3405.39,0,1
2025-09-28,PRD001,ST01,371.0,3728.8,0,1
2025-09-29,PRD001,ST01,382.0,3504.45,1,0
2025-09-30,PRD001,ST01,344.0,4034.09,0,0
2025-10-01,PRD001,ST01,347.0,3327.06,0,0
2025-10-02,PRD001,ST01,353.0,2946.97,0,0
2025-10-03,PRD001,ST01,371.0,3883.73,0,0
2025-10-04,PRD001,ST01,354.0,2993.2,0,1
2025-10-05,PRD001,ST01,339.0,3180.12,0,1
2025-10-06,PRD001,ST01,350.0,3510.38,0,0
2025-10-07,PRD001,ST01,361.0,4150.38,0,0
2025-10-08,PRD001,ST01,328.0,3271.53,0,0
2025-10-09,PRD001,ST01,360.0,3891.25,0,0
2025-10-10,PRD001,ST01,375.0,4489.23,1,0
2025-10-11,PRD001,ST01,371.0,3163.13,0,1
2025-10-12,PRD001,ST01,392.0,3566.78,0,1
2025-10-13,PRD001,ST01,373.0,3572.71,0,0
2025-10-14,PRD001,ST01,364.0,3526.18,0,0
2025-10-15,PRD001,ST01,355.0,3423.65,0,0
2025-10-16,PRD001,ST01,403.0,4687.07,0,0
2025-10-17,PRD001,ST01,382.0,4147.04,1,0
2025-10-18,PRD001,ST01,364.0,3797.11,0,1
2025-10-19,PRD001,ST01,367.0,3390.16,0,1
2025-10-20,PRD001,ST01,363.0,4100.14,0,0
2025-10-21,PRD001,ST01,370.0,4373.49,0,0
2025-10-22,PRD001,ST01,367.0,4141.52,0,0
2025-10-23,PRD001,ST01,360.0,2882.25,0,0
2025-10-24,PRD001,ST01,355.0,3743.69,0,0
2025-10-25,PRD001,ST01,390.0,3199.77,1,1
2025-10-26,PRD001,ST01,360.0,3250.95,0,1
2025-10-27,PRD001,ST01,365.0,3006.91,0,0
2025-10-28,PRD001,ST01,372.0,3874.45,0,0
2025-10-29,PRD001,ST01,402.0,4320.04,0,0
2025-10-30,PRD001,ST01,332.0,2808.04,0,0
2025-10-31,PRD001,ST01,376.0,3585.29,0,0
2025-11-01,PRD001,ST01,391.0,3841.55,0,1
2025-11-02,PRD001,ST01,344.0,3259.82,0,1
2025-11-03,PRD001,ST01,363.0,3079.73,0,0
2025-11-04,PRD001,ST01,375.0,3628.42,0,0
2025-11-05,PRD001,ST01,393.0,4324.85,1,0
2025-11-06,PRD001,ST01,365.0,3023.67,0,0
2025-11-07,PRD001,ST01,348.0,2895.61,0,0
2025-11-08,PRD001,ST01,403.0,3795.89,0,1
2025-11-09,PRD001,ST01,394.0,4636.16,0,1
2025-11-10,PRD001,ST01,392.0,4184.32,0,0
2025-11-11,PRD001,ST01,426.0,4564.45,1,0
2025-11-12,PRD001,ST01,372.0,3514.54,0,0
2025-11-13,PRD001,ST01,374.0,3880.12,0,0
2025-11-14,PRD001,ST01,377.0,3031.28,0,0
2025-11-15,PRD001,ST01,364.0,3838.16,0,1
2025-11-16,PRD001,ST01,396.0,4614.65,0,1
2025-11-17,PRD001,ST01,375.0,3918.86,0,0
2025-11-18,PRD001,ST01,415.0,4770.34,1,0
2025-11-19,PRD001,ST01,405.0,4412.84,0,0
2025-11-20,PRD001,ST01,394.0,3342.0,0,0
2025-11-21,PRD001,ST01,370.0,4295.63,0,0
2025-11-22,PRD001,ST01,405.0,3347.64,0,1
2025-11-23,PRD001,ST01,375.0,3800.95,0,1
2025-11-24,PRD001,ST01,393.0,3367.44,0,0
2025-11-25,PRD001,ST01,406.0,3267.01,0,0
2025-11-26,PRD001,ST01,396.0,3836.5,0,0
2025-11-27,PRD001,ST01,398.0,3653.7,0,0
2025-11-28,PRD001,ST01,362.0,3599.73,0,0
2025-11-29,PRD001,ST01,438.0,4515.25,1,1
2025-11-30,PRD001,ST01,395.0,3229.11,0,1
2025-12-01,PRD001,ST01,382.0,3243.95,0,0
2025-12-02,PRD001,ST01,419.0,4288.28,0,0
2025-12-03,PRD001,ST01,426.0,3992.76,1,0
2025-12-04,PRD001,ST01,408.0,4454.01,1,0
2025-12-05,PRD001,ST01,364.0,3861.74,0,0
2025-12-06,PRD001,ST01,409.0,4655.41,0,1
2025-12-07,PRD001,ST01,385.0,4146.44,0,1
2025-12-08,PRD001,ST01,423.0,4111.44,0,0
2025-12-09,PRD001,ST01,378.0,4041.53,0,0
2025-12-10,PRD001,ST01,439.0,3995.57,0,0
2025-12-11,PRD001,ST01,409.0,3773.13,0,0
2025-12-12,PRD001,ST01,392.0,4373.13,0,0
2025-12-13,PRD001,ST01,399.0,3904.49,0,1
2025-12-14,PRD001,ST01,417.0,4667.7,0,1
2025-12-15,PRD001,ST01,403.0,4549.74,0,0
2025-12-16,PRD001,ST01,433.0,4949.3,0,0
2025-12-17,PRD001,ST01,422.0,4923.28,0,0
2025-12-18,PRD001,ST01,415.0,4035.44,0,0
2025-12-19,PRD001,ST01,395.0,3663.81,0,0
2025-12-20,PRD001,ST01,443.0,4575.66,1,1
2025-12-21,PRD001,ST01,422.0,4002.54,0,1
2025-12-22,PRD001,ST01,384.0,3995.25,0,0
2025-12-23,PRD001,ST01,403.0,4361.4,0,0
2025-12-24,PRD001,ST01,438.0,4710.09,0,0
2025-12-25,PRD001,ST01,422.0,4008.25,0,0
2025-12-26,PRD001,ST01,405.0,3510.31,0,0
2025-12-27,PRD001,ST01,451.0,4384.67,1,1
2025-12-28,PRD001,ST01,430.0,3685.26,0,1
2025-12-29,PRD001,ST01,439.0,5075.01,1,0
2025-12-30,PRD001,ST01,448.0,4203.81,1,0
